CV_ID,years_experience,highest_degree,skills,Job_Role,has_portfolio,raw_text,label
cv2124,3,Bachelors,"AWS, CI/CD, Clustering, Data Visualization, Hadoop, Kubernetes, Pandas, Power BI, PyTorch, Python, Statistics, TensorFlow, Time Series",Applied ML Engineer,FALSE,"Data scientist with 4+ years in predictive modeling, feature engineering, and A/B testing.",1
cv2125,1,Bachelors,"Power BI, GCP",Content Writer,FALSE,Business analyst with reporting experience but limited machine learning exposure.,0
cv2126,4,Bachelors,"Azure, Model Deployment, Git, Regression, Python",Telecaller,FALSE,Office assistant with administrative experience and basic computer skills.,0
cv2127,0,Bachelors,"REST APIs, Linux, Spark, OpenCV, Computer Vision, Docker Compose",Administrative Assistant,FALSE,Customer support representative with some Excel skills and interest in analytics.,0
cv2128,5,Masters,"Pandas, Computer Vision, Model Deployment, Data Engineering",Administrative Assistant,FALSE,Customer support representative with some Excel skills and interest in analytics.,0
cv2129,1,PhD,"Hadoop, Reinforcement Learning, Pandas, GCP",Customer Support,FALSE,Customer support representative with some Excel skills and interest in analytics.,0
cv2130,13,Masters,"Classification, LightGBM, Machine Learning, Model Deployment, NumPy, Python, Regression, Streamlit",Research Scientist,TRUE,"Researcher focused on NLP and transformer-based models, with publications in top conferences.",1
cv2131,3,Masters,"LightGBM, OpenCV, Model Deployment, XGBoost",Content Writer,FALSE,Customer support representative with some Excel skills and interest in analytics.,0
cv2132,1,Bachelors,"SQL, Reinforcement Learning",Data Entry Operator,FALSE,"Receptionist experienced in communication and scheduling, no ML projects.",0
cv2133,5,Bachelors,"Azure, Computer Vision, Docker, Git, LightGBM, Machine Learning, Model Deployment, Power BI, Python, Scikit-learn, Statistics, Tableau",Research Scientist,TRUE,"Experienced ML engineer with strong background in model development, deployment, and monitoring.",1
cv2134,0,Masters,"NLP, Deep Learning, Seaborn, SQL, Power BI, Reinforcement Learning",Customer Support,TRUE,Office assistant with administrative experience and basic computer skills.,0
cv2135,1,Bachelors,"Scikit-learn, Regression",Customer Support,FALSE,Entry-level candidate familiar with MS Excel and basic data entry tasks.,0
cv2136,2,Bachelors,"SQL, Statistics",Marketing Intern,FALSE,Customer support representative with some Excel skills and interest in analytics.,0
cv2137,9,Bachelors,"Computer Vision, Data Engineering, FastAPI, Feature Engineering, Flask, Git, LightGBM, Machine Learning, Pandas, Power BI, PyTorch, Speech Recognition, Statistics, Tableau, Transformer Models",Senior Data Scientist,TRUE,"Data scientist proficient in end-to-end ML pipelines, experimentation, and stakeholder communication.",1
cv2138,14,Masters,"Deep Learning, Kubernetes, NumPy, Pandas, Regression, SQLAlchemy, Statistics, Time Series, Transformer Models",Research Scientist,TRUE,"Data scientist with 4+ years in predictive modeling, feature engineering, and A/B testing.",1
cv2139,8,Masters,"GCP, FastAPI, Hadoop, Transformer Models, Seaborn, NumPy",Content Writer,FALSE,Entry-level candidate familiar with MS Excel and basic data entry tasks.,0
cv2140,6,Masters,"Matplotlib, TensorFlow, Clustering",Sales Executive,FALSE,"Receptionist experienced in communication and scheduling, no ML projects.",0
cv2141,5,Bachelors,"Computer Vision, Flask",Administrative Assistant,FALSE,Customer support representative with some Excel skills and interest in analytics.,0
cv2142,1,Masters,"GCP, EDA, Linux, PyTorch, Speech Recognition",Marketing Intern,FALSE,Business analyst with reporting experience but limited machine learning exposure.,0
cv2143,10,Masters,"Transformer Models, Model Deployment, FastAPI, TensorFlow, CI/CD",Data Entry Operator,FALSE,Junior intern with exposure to data labeling and manual data tasks.,0
cv2144,6,Masters,"Azure, CI/CD, EDA, FastAPI, Git, Kubernetes, Linux, OpenCV, Pandas, Python, REST APIs, Scikit-learn, Statistics, Tableau",Computer Vision Engineer,TRUE,"ML engineer experienced in MLOps, Docker, Kubernetes, and continuous deployment of models.",1
cv2145,0,PhD,"Data Visualization, Docker, Speech Recognition, Statistics",Data Entry Operator,TRUE,Content creator interested in data science but lacks hands-on ML experience.,0
cv2146,1,Bachelors,"Scikit-learn, GPT",Sales Executive,FALSE,"Sales professional with strong communication skills, looking to transition to analytics.",0
cv2147,14,Masters,"Linux, Machine Learning, NumPy, PyTorch, Python, SQLAlchemy, Speech Recognition, TensorFlow, Time Series",Data Scientist,TRUE,"ML engineer experienced in MLOps, Docker, Kubernetes, and continuous deployment of models.",1
cv2148,3,Bachelors,"Azure, HuggingFace",Data Entry Operator,FALSE,"Sales professional with strong communication skills, looking to transition to analytics.",0
cv2149,8,Masters,"Clustering, EDA, Git, Hadoop, Kubernetes, Linux, Pandas, Python, SQL, Statistics, TensorFlow",Senior Data Scientist,FALSE,Applied ML engineer experienced in productionizing deep learning models on cloud platforms.,1
cv2150,2,Bachelors,"AWS, Streamlit, Docker Compose, HuggingFace, Clustering, Seaborn",Data Entry Operator,FALSE,Recent graduate with coursework in statistics and interest in learning Python.,0
cv2151,3,Bachelors,"Signal Processing, Scikit-learn, Docker Compose, Machine Learning",Content Writer,FALSE,Entry-level candidate familiar with MS Excel and basic data entry tasks.,0
cv2152,0,Bachelors,"NLP, Data Visualization, AWS, Git",Customer Support,FALSE,Entry-level candidate familiar with MS Excel and basic data entry tasks.,0
cv2153,0,Masters,"TensorFlow, NumPy, Transformer Models",Sales Executive,FALSE,"Marketing intern with experience in social media and campaign analytics, limited coding.",0
cv2154,8,Bachelors,"Azure, Clustering, JSON, Matplotlib, NLP, NumPy, OpenCV, PyTorch, Python, Statistics",NLP Engineer,TRUE,"Experienced ML engineer with strong background in model development, deployment, and monitoring.",1
cv2155,5,Bachelors,"Linux, HuggingFace, BERT, SQL, Python, Flask",Office Assistant,FALSE,"Marketing intern with experience in social media and campaign analytics, limited coding.",0
cv2156,3,Masters,"LightGBM, BERT",Data Entry Operator,FALSE,"Receptionist experienced in communication and scheduling, no ML projects.",0
cv2157,8,Bachelors,"Docker, JSON, Linux, OpenCV, Pandas, Python, Regression, SQL, Spark, Statistics, Streamlit",Machine Learning Engineer,FALSE,"Engineer skilled in time-series forecasting, anomaly detection, and feature engineering.",1
cv2158,8,PhD,"Azure, CI/CD, Deep Learning, Machine Learning, NumPy, Python, Scikit-learn, Spark, Tableau, Transformer Models",Research Scientist,TRUE,"NLP specialist skilled in text preprocessing, fine-tuning transformer models, and evaluation.",1
cv2159,2,Bachelors,"BERT, Matplotlib, SQLAlchemy, Linux",Marketing Intern,FALSE,Content creator interested in data science but lacks hands-on ML experience.,0
cv2160,5,Masters,"CI/CD, Data Engineering, Deep Learning, EDA, Machine Learning, Pandas, Python, SQLAlchemy, Scikit-learn, Statistics, Time Series, XGBoost",Applied ML Engineer,TRUE,Applied ML engineer experienced in productionizing deep learning models on cloud platforms.,1
cv2161,3,Bachelors,"Linux, Python, BERT",Sales Executive,FALSE,Business analyst with reporting experience but limited machine learning exposure.,0
cv2162,0,Bachelors,"Power BI, Spark, FastAPI, PyTorch",Administrative Assistant,FALSE,Customer support representative with some Excel skills and interest in analytics.,0
cv2163,5,Bachelors,"Signal Processing, Power BI, SQLAlchemy, NLP, Machine Learning",Data Entry Operator,FALSE,"Sales professional with strong communication skills, looking to transition to analytics.",0
cv2164,5,Masters,"PyTorch, Deep Learning, Streamlit",Sales Executive,TRUE,Office assistant with administrative experience and basic computer skills.,0
cv2165,10,Masters,"CI/CD, Computer Vision, GCP, Machine Learning, PyTorch, Python, Statistics, TensorFlow, Transformer Models",NLP Engineer,TRUE,"Researcher focused on NLP and transformer-based models, with publications in top conferences.",1
cv2166,9,PhD,"SQL, Data Visualization, Hadoop, Regression",Junior Intern,TRUE,Customer support representative with some Excel skills and interest in analytics.,0
cv2167,4,Bachelors,"Data Engineering, REST APIs, OpenCV, PyTorch, Computer Vision, Deep Learning",Administrative Assistant,TRUE,Junior intern with exposure to data labeling and manual data tasks.,0
cv2168,0,Bachelors,"Python, Regression, Kubernetes, GPT",Marketing Intern,FALSE,"Receptionist experienced in communication and scheduling, no ML projects.",0
cv2169,12,Bachelors,"EDA, Feature Engineering, Flask, GPT, Machine Learning, NumPy, Pandas, Python",Data Scientist,TRUE,"Experienced ML engineer with strong background in model development, deployment, and monitoring.",1
cv2170,7,PhD,"CI/CD, FastAPI, Flask, Git, Kubernetes, Linux, Machine Learning, Matplotlib, Python, Statistics",ML Engineer,TRUE,"Data scientist proficient in end-to-end ML pipelines, experimentation, and stakeholder communication.",1
cv2171,4,Bachelors,"Computer Vision, Data Visualization, Deep Learning, Hadoop, Machine Learning, Matplotlib, OpenCV, Pandas, Python, Speech Recognition, Statistics",Senior Data Scientist,FALSE,"Data scientist proficient in end-to-end ML pipelines, experimentation, and stakeholder communication.",1
cv2172,6,Bachelors,"Power BI, Docker Compose",Telecaller,FALSE,Content creator interested in data science but lacks hands-on ML experience.,0
cv2173,1,Masters,"Tableau, Pandas, EDA, NLP, Spark",Customer Support,FALSE,Entry-level candidate familiar with MS Excel and basic data entry tasks.,0
cv2174,0,Masters,"XGBoost, Time Series, Regression",Sales Executive,FALSE,Recent graduate with coursework in statistics and interest in learning Python.,0
cv2175,5,Masters,"BERT, Classification, HuggingFace, Linux, Machine Learning, NumPy, SQLAlchemy, Statistics, Tableau, TensorFlow, XGBoost",Applied ML Engineer,TRUE,"ML engineer experienced in MLOps, Docker, Kubernetes, and continuous deployment of models.",1
cv2176,14,Masters,"Deep Learning, Git, Kubernetes, NumPy, Pandas, Python, Regression, Signal Processing, Statistics, Streamlit",Computer Vision Engineer,TRUE,"NLP specialist skilled in text preprocessing, fine-tuning transformer models, and evaluation.",1
cv2177,12,Bachelors,"Classification, EDA, Feature Engineering, LightGBM, Machine Learning, NumPy, OpenCV, Pandas",Data Analyst,FALSE,"Computer vision engineer with experience in object detection, segmentation, and optimization.",1
cv2178,6,Masters,"Docker, Feature Engineering, Hadoop, LightGBM, Machine Learning, NumPy, Python, Speech Recognition",NLP Engineer,FALSE,Applied ML engineer experienced in productionizing deep learning models on cloud platforms.,1
cv2179,9,Bachelors,"Python, Hadoop, PyTorch",Data Entry Operator,FALSE,Entry-level candidate familiar with MS Excel and basic data entry tasks.,0
cv2180,1,Bachelors,"LightGBM, Kubernetes, OpenCV, Pandas, SQL, Linux",Marketing Intern,TRUE,"Marketing intern with experience in social media and campaign analytics, limited coding.",0
cv2181,10,Masters,"Azure, Deep Learning, Machine Learning, NumPy, PyTorch Lightning, Python, REST APIs, Reinforcement Learning, Spark, Statistics",Data Analyst,FALSE,"Computer vision engineer with experience in object detection, segmentation, and optimization.",1
cv2182,0,Masters,"Model Deployment, GCP, Tableau",Marketing Intern,FALSE,Office assistant with administrative experience and basic computer skills.,0
cv2183,4,Masters,"XGBoost, Seaborn, Azure, Docker Compose",Data Entry Operator,TRUE,Content creator interested in data science but lacks hands-on ML experience.,0
cv2184,1,Bachelors,"Deep Learning, Data Engineering, Docker, Speech Recognition, FastAPI, PyTorch Lightning",Junior Intern,FALSE,Content creator interested in data science but lacks hands-on ML experience.,0
cv2185,13,Masters,"Azure, Classification, Docker, Hadoop, Machine Learning, Model Deployment, Pandas, PyTorch, Python, Scikit-learn, XGBoost",Research Scientist,FALSE,"ML engineer experienced in MLOps, Docker, Kubernetes, and continuous deployment of models.",1
cv2186,6,Masters,"Classification, Docker, Hadoop, Machine Learning, NumPy, Pandas, Python, XGBoost",Applied ML Engineer,TRUE,"ML engineer experienced in MLOps, Docker, Kubernetes, and continuous deployment of models.",1
cv2187,7,Masters,"AWS, Data Visualization, EDA, Feature Engineering, Machine Learning, PyTorch, Python, Regression, Reinforcement Learning, SQLAlchemy, Statistics, Streamlit, Tableau",Machine Learning Engineer,FALSE,"NLP specialist skilled in text preprocessing, fine-tuning transformer models, and evaluation.",1
cv2188,3,PhD,"Azure, Data Visualization, Machine Learning, Pandas, Python, Signal Processing, Tableau",Data Scientist,TRUE,"Data scientist with 4+ years in predictive modeling, feature engineering, and A/B testing.",1
cv2189,5,Masters,"BERT, Clustering, Feature Engineering, HuggingFace, Machine Learning, NumPy, Pandas, SQLAlchemy, TensorFlow, Transformer Models",ML Engineer,TRUE,"Computer vision engineer with experience in object detection, segmentation, and optimization.",1
cv2190,1,Masters,"BERT, Time Series, NLP, Transformer Models",Customer Support,FALSE,Office assistant with administrative experience and basic computer skills.,0
cv2191,10,Bachelors,"Reinforcement Learning, SQLAlchemy, TensorFlow",Receptionist,FALSE,Office assistant with administrative experience and basic computer skills.,0
cv2192,3,Bachelors,"AWS, Data Visualization, Docker, EDA, Flask, JSON, Machine Learning, NumPy, PyTorch, Python, SQL, SQLAlchemy, Seaborn, Statistics, TensorFlow",Data Scientist,TRUE,"Engineer skilled in time-series forecasting, anomaly detection, and feature engineering.",1
cv2193,6,Masters,"EDA, Regression",Administrative Assistant,FALSE,Recent graduate with coursework in statistics and interest in learning Python.,0
cv2194,3,Bachelors,"PyTorch Lightning, TensorFlow, Data Engineering, Machine Learning, Reinforcement Learning",Telecaller,FALSE,Recent graduate with coursework in statistics and interest in learning Python.,0
cv2195,1,Masters,"Streamlit, Deep Learning, GCP, Spark, Linux",Receptionist,FALSE,Business analyst with reporting experience but limited machine learning exposure.,0
cv2196,8,PhD,"AWS, Classification, Clustering, Docker, Flask, Machine Learning, Matplotlib, Pandas, Power BI, Scikit-learn, Spark, Statistics, TensorFlow",Research Scientist,TRUE,"Engineer skilled in time-series forecasting, anomaly detection, and feature engineering.",1
cv2197,1,Bachelors,"Power BI, Streamlit, GPT, OpenCV",Junior Intern,FALSE,Business analyst with reporting experience but limited machine learning exposure.,0
cv2198,8,Bachelors,"Kubernetes, Pandas, TensorFlow, Time Series",Receptionist,FALSE,"Receptionist experienced in communication and scheduling, no ML projects.",0
cv2199,1,Bachelors,"REST APIs, Speech Recognition, HuggingFace",Junior Intern,TRUE,Office assistant with administrative experience and basic computer skills.,0
cv2200,0,Bachelors,"EDA, Deep Learning, GPT, FastAPI, Tableau, Computer Vision",Content Writer,FALSE,"Receptionist experienced in communication and scheduling, no ML projects.",0
cv2201,7,Masters,"Computer Vision, Deep Learning, FastAPI, Git, Linux, Machine Learning, NumPy, Python, SQLAlchemy, Speech Recognition, Statistics, Streamlit, Transformer Models, XGBoost",Senior Data Scientist,FALSE,"Researcher focused on NLP and transformer-based models, with publications in top conferences.",1
cv2202,0,Masters,"EDA, FastAPI, Docker Compose, Pandas, Python",Receptionist,FALSE,"Sales professional with strong communication skills, looking to transition to analytics.",0
cv2203,8,PhD,"Azure, Data Engineering, Hadoop, Machine Learning, NumPy, OpenCV, Pandas, Reinforcement Learning, SQL",Machine Learning Engineer,TRUE,"Computer vision engineer with experience in object detection, segmentation, and optimization.",1
cv2204,2,Masters,"NLP, LightGBM, Computer Vision, Hadoop, Data Engineering, REST APIs",Telecaller,TRUE,Customer support representative with some Excel skills and interest in analytics.,0
cv2205,0,Bachelors,"Scikit-learn, SQLAlchemy, AWS, Docker Compose",Marketing Intern,FALSE,Office assistant with administrative experience and basic computer skills.,0
cv2206,9,Bachelors,"Docker, FastAPI, HuggingFace, Machine Learning, Pandas, PyTorch, Python, Regression, SQL, Statistics, TensorFlow, Time Series, Transformer Models, XGBoost",Data Scientist,FALSE,"Researcher focused on NLP and transformer-based models, with publications in top conferences.",1
cv2207,3,Masters,"OpenCV, Feature Engineering, BERT, Matplotlib",Junior Intern,FALSE,"Sales professional with strong communication skills, looking to transition to analytics.",0
cv2208,6,PhD,"CI/CD, Data Engineering, Docker, EDA, OpenCV, Pandas, PyTorch Lightning, Python, Statistics, Tableau",Applied ML Engineer,TRUE,Applied ML engineer experienced in productionizing deep learning models on cloud platforms.,1
cv2209,7,Masters,"Data Engineering, Hadoop, JSON, Machine Learning, NLP, Pandas, Python, SQL, Tableau",AI Researcher,TRUE,"ML engineer experienced in MLOps, Docker, Kubernetes, and continuous deployment of models.",1
cv2210,7,PhD,"BERT, Classification, Clustering, Docker, FastAPI, GPT, JSON, Linux, Machine Learning, Model Deployment, NumPy, Pandas, SQLAlchemy, Statistics",NLP Engineer,TRUE,"Engineer skilled in time-series forecasting, anomaly detection, and feature engineering.",1
cv2211,5,Bachelors,"NLP, Reinforcement Learning, LightGBM, Matplotlib, SQLAlchemy",Marketing Intern,TRUE,Junior intern with exposure to data labeling and manual data tasks.,0
cv2212,3,Masters,"SQLAlchemy, Power BI, Machine Learning, Matplotlib, NLP",Telecaller,FALSE,Junior intern with exposure to data labeling and manual data tasks.,0
cv2213,6,PhD,"CI/CD, Data Visualization, GPT, JSON, Linux, Model Deployment, NumPy, Pandas, Signal Processing, Statistics",Senior Data Scientist,FALSE,"Engineer skilled in time-series forecasting, anomaly detection, and feature engineering.",1
cv2214,10,Masters,"Flask, Git, HuggingFace, Machine Learning, Model Deployment, NumPy, Pandas, Power BI, Seaborn, Statistics",NLP Engineer,TRUE,"NLP specialist skilled in text preprocessing, fine-tuning transformer models, and evaluation.",1
cv2215,8,Bachelors,"Reinforcement Learning, LightGBM, Kubernetes, Python, JSON",Telecaller,TRUE,Recent graduate with coursework in statistics and interest in learning Python.,0
cv2216,2,Bachelors,"HuggingFace, Pandas",Receptionist,FALSE,Business analyst with reporting experience but limited machine learning exposure.,0
cv2217,3,Masters,"NLP, Signal Processing, OpenCV",Sales Executive,FALSE,Customer support representative with some Excel skills and interest in analytics.,0
cv2218,6,Bachelors,"Azure, Classification, Data Engineering, Feature Engineering, Flask, Machine Learning, NLP, Pandas, Python, Seaborn, Streamlit, TensorFlow",Data Analyst,FALSE,"Researcher focused on NLP and transformer-based models, with publications in top conferences.",1
cv2219,4,Masters,"Classification, Clustering, Computer Vision, EDA, Pandas, Python, SQLAlchemy, Seaborn, Signal Processing, Speech Recognition, Statistics, Tableau",Applied ML Engineer,FALSE,Applied ML engineer experienced in productionizing deep learning models on cloud platforms.,1
cv2220,0,Bachelors,"Git, GCP, Deep Learning",Office Assistant,FALSE,Business analyst with reporting experience but limited machine learning exposure.,0
cv2221,8,PhD,"Signal Processing, Kubernetes, FastAPI, Time Series, Classification, Machine Learning",Marketing Intern,TRUE,"Receptionist experienced in communication and scheduling, no ML projects.",0
cv2222,6,Bachelors,"Clustering, Hadoop, Linux, NLP, NumPy, Pandas, Python, REST APIs, Statistics, Tableau",Data Analyst,TRUE,"Data scientist proficient in end-to-end ML pipelines, experimentation, and stakeholder communication.",1
cv2223,1,Masters,"Data Visualization, Flask, OpenCV, REST APIs",Office Assistant,TRUE,Entry-level candidate familiar with MS Excel and basic data entry tasks.,0
cv2224,5,Masters,"Power BI, Data Engineering",Junior Intern,TRUE,Customer support representative with some Excel skills and interest in analytics.,0
cv2225,7,PhD,"Azure, Computer Vision, GPT, JSON, NumPy, Pandas, Python, Streamlit",Computer Vision Engineer,FALSE,"ML engineer experienced in MLOps, Docker, Kubernetes, and continuous deployment of models.",1
cv2226,1,Bachelors,"Speech Recognition, Docker Compose, Power BI, Tableau, FastAPI, Git",Office Assistant,FALSE,Customer support representative with some Excel skills and interest in analytics.,0
cv2227,1,Bachelors,"Classification, GPT, Kubernetes",Data Entry Operator,FALSE,Office assistant with administrative experience and basic computer skills.,0
cv2228,1,Bachelors,"Pandas, Kubernetes",Content Writer,FALSE,"Marketing intern with experience in social media and campaign analytics, limited coding.",0
cv2229,3,Masters,"Spark, Feature Engineering, Transformer Models",Receptionist,FALSE,Office assistant with administrative experience and basic computer skills.,0
cv2230,0,Bachelors,"FastAPI, Flask",Marketing Intern,FALSE,Junior intern with exposure to data labeling and manual data tasks.,0
cv2231,0,Masters,"PyTorch, FastAPI, TensorFlow, Statistics, GCP, Data Engineering",Receptionist,FALSE,Office assistant with administrative experience and basic computer skills.,0
cv2232,1,Masters,"Streamlit, Git, Python",Content Writer,FALSE,Customer support representative with some Excel skills and interest in analytics.,0
cv2233,4,Masters,"Clustering, Computer Vision, EDA, Git, HuggingFace, Machine Learning, NLP, NumPy, OpenCV, Python, SQL, SQLAlchemy, Statistics",Computer Vision Engineer,TRUE,"ML engineer experienced in MLOps, Docker, Kubernetes, and continuous deployment of models.",1
cv2234,13,PhD,"Computer Vision, Data Visualization, Docker, Machine Learning, Python, SQLAlchemy, Seaborn, Statistics",Applied ML Engineer,FALSE,"Data scientist with 4+ years in predictive modeling, feature engineering, and A/B testing.",1
cv2235,4,Bachelors,"BERT, CI/CD, Data Engineering, FastAPI, JSON, Linux, Machine Learning, Pandas, Python, Reinforcement Learning, Signal Processing, Statistics, Transformer Models",Senior Data Scientist,TRUE,"Computer vision engineer with experience in object detection, segmentation, and optimization.",1
cv2236,2,Bachelors,"Machine Learning, Reinforcement Learning, NumPy",Sales Executive,TRUE,Business analyst with reporting experience but limited machine learning exposure.,0
cv2237,1,Masters,"Time Series, Tableau, Spark, AWS, Git, Streamlit",Sales Executive,TRUE,"Sales professional with strong communication skills, looking to transition to analytics.",0
cv2238,2,Bachelors,"Computer Vision, AWS, Transformer Models, OpenCV",Customer Support,FALSE,Customer support representative with some Excel skills and interest in analytics.,0
cv2239,1,Bachelors,"Clustering, BERT, Regression, Tableau, Feature Engineering",Customer Support,TRUE,"Marketing intern with experience in social media and campaign analytics, limited coding.",0
cv2240,2,Bachelors,"Hadoop, Docker Compose, Time Series, EDA, HuggingFace",Junior Intern,FALSE,Recent graduate with coursework in statistics and interest in learning Python.,0
cv2241,9,Bachelors,"Azure, Clustering, Data Visualization, Hadoop, Machine Learning, NLP, Pandas, Power BI, Statistics, Time Series",AI Researcher,FALSE,"ML engineer experienced in MLOps, Docker, Kubernetes, and continuous deployment of models.",1
cv2242,5,Bachelors,"CI/CD, Regression, Python, HuggingFace",Data Entry Operator,FALSE,Content creator interested in data science but lacks hands-on ML experience.,0
cv2243,4,Masters,"Data Engineering, PyTorch, JSON, Git",Office Assistant,FALSE,Recent graduate with coursework in statistics and interest in learning Python.,0
cv2244,1,Bachelors,"Machine Learning, Signal Processing, Seaborn, Time Series, BERT",Customer Support,FALSE,Office assistant with administrative experience and basic computer skills.,0
cv2245,1,Bachelors,"Clustering, Regression",Telecaller,FALSE,Entry-level candidate familiar with MS Excel and basic data entry tasks.,0
cv2246,7,Bachelors,"PyTorch Lightning, PyTorch, Docker, Time Series, Kubernetes, Classification",Marketing Intern,FALSE,Office assistant with administrative experience and basic computer skills.,0
cv2247,1,Bachelors,"NumPy, HuggingFace, Machine Learning, OpenCV",Telecaller,FALSE,Business analyst with reporting experience but limited machine learning exposure.,0
cv2248,1,Masters,"Data Visualization, BERT, TensorFlow, Machine Learning",Content Writer,FALSE,Customer support representative with some Excel skills and interest in analytics.,0
cv2249,8,Masters,"Flask, GCP, GPT, LightGBM, Machine Learning, NumPy, OpenCV, Regression, Seaborn, Speech Recognition, Statistics, Tableau, Transformer Models",Research Scientist,TRUE,"Experienced ML engineer with strong background in model development, deployment, and monitoring.",1
cv2250,7,Bachelors,"AWS, Data Engineering, Deep Learning, GCP, Machine Learning, NLP, Python, SQL, Seaborn, Statistics, Streamlit, Time Series",Data Scientist,FALSE,"Experienced ML engineer with strong background in model development, deployment, and monitoring.",1
cv2251,8,Bachelors,"Data Visualization, Scikit-learn, SQLAlchemy, CI/CD, Python",Marketing Intern,FALSE,Junior intern with exposure to data labeling and manual data tasks.,0
cv2252,9,PhD,"Clustering, Kubernetes, NLP, OpenCV, Pandas, PyTorch Lightning, Python, REST APIs, Spark, Statistics, Tableau, Time Series, Transformer Models",Research Scientist,FALSE,"Computer vision engineer with experience in object detection, segmentation, and optimization.",1
cv2253,2,Masters,"TensorFlow, SQLAlchemy, Scikit-learn, Git, SQL, PyTorch",Receptionist,FALSE,Junior intern with exposure to data labeling and manual data tasks.,0
cv2254,15,Masters,"Kubernetes, Machine Learning, Model Deployment, NumPy, SQL, Scikit-learn, Statistics, Tableau",Research Scientist,TRUE,"Researcher focused on NLP and transformer-based models, with publications in top conferences.",1
cv2255,5,Bachelors,"Azure, BERT, Data Engineering, Deep Learning, Feature Engineering, Machine Learning, NLP, NumPy, Pandas, Statistics",Data Scientist,TRUE,Applied ML engineer experienced in productionizing deep learning models on cloud platforms.,1
cv2256,8,Masters,"CI/CD, Data Engineering, Flask, JSON, Kubernetes, NumPy, Pandas, PyTorch, Reinforcement Learning, SQL, SQLAlchemy, Statistics, Tableau, Transformer Models",AI Researcher,FALSE,"Researcher focused on NLP and transformer-based models, with publications in top conferences.",1
cv2257,6,Bachelors,"Transformer Models, CI/CD, GCP, Deep Learning",Customer Support,FALSE,Recent graduate with coursework in statistics and interest in learning Python.,0
cv2258,9,Bachelors,"Time Series, Azure",Data Entry Operator,FALSE,Customer support representative with some Excel skills and interest in analytics.,0
cv2259,4,Masters,"BERT, Classification, EDA, FastAPI, GPT, Linux, Model Deployment, Pandas, Python, SQL, SQLAlchemy, Seaborn, Statistics",Data Scientist,FALSE,Applied ML engineer experienced in productionizing deep learning models on cloud platforms.,1
cv2260,15,Masters,"AWS, Data Engineering, Deep Learning, EDA, GCP, Model Deployment, NumPy, Power BI, Python, SQLAlchemy, Statistics, XGBoost",Data Scientist,TRUE,"ML engineer experienced in MLOps, Docker, Kubernetes, and continuous deployment of models.",1
cv2261,2,Bachelors,"SQL, Clustering, NLP, Time Series, NumPy, Spark",Receptionist,TRUE,Office assistant with administrative experience and basic computer skills.,0
cv2262,0,Masters,"HuggingFace, Signal Processing, Data Engineering, Deep Learning, Machine Learning, FastAPI",Office Assistant,TRUE,Business analyst with reporting experience but limited machine learning exposure.,0
cv2263,0,PhD,"Model Deployment, REST APIs",Junior Intern,FALSE,"Marketing intern with experience in social media and campaign analytics, limited coding.",0
cv2264,12,Masters,"AWS, Computer Vision, Git, Machine Learning, Model Deployment, NumPy, Pandas, SQL, Scikit-learn, Statistics, Time Series",Senior Data Scientist,TRUE,"Experienced ML engineer with strong background in model development, deployment, and monitoring.",1
cv2265,0,Bachelors,"SQL, Hadoop, Streamlit, Signal Processing, Spark, Data Engineering",Sales Executive,FALSE,"Sales professional with strong communication skills, looking to transition to analytics.",0
cv2266,5,PhD,"AWS, Docker, Matplotlib, Pandas, PyTorch Lightning, Python, Regression, Signal Processing, Statistics, Tableau",Computer Vision Engineer,FALSE,"Engineer skilled in time-series forecasting, anomaly detection, and feature engineering.",1
cv2267,8,Masters,"BERT, Classification, EDA, Machine Learning, Pandas, Python, Signal Processing, Statistics",Data Analyst,TRUE,"Engineer skilled in time-series forecasting, anomaly detection, and feature engineering.",1
cv2268,1,Bachelors,"Statistics, Data Engineering, HuggingFace, Flask, Clustering, JSON",Office Assistant,FALSE,Content creator interested in data science but lacks hands-on ML experience.,0
cv2269,0,Masters,"BERT, Feature Engineering",Marketing Intern,FALSE,"Receptionist experienced in communication and scheduling, no ML projects.",0
cv2270,5,Masters,"Azure, Clustering, Data Engineering, GPT, JSON, Matplotlib, NumPy, Pandas, PyTorch Lightning, Python, Scikit-learn, Signal Processing, Statistics",Senior Data Scientist,TRUE,"Experienced ML engineer with strong background in model development, deployment, and monitoring.",1
cv2271,4,Masters,"AWS, Computer Vision, GCP, Hadoop, Machine Learning, NumPy, Power BI, Python, Statistics, TensorFlow",AI Researcher,TRUE,Applied ML engineer experienced in productionizing deep learning models on cloud platforms.,1
cv2272,3,Masters,"CI/CD, FastAPI, JSON, Machine Learning, NumPy, Python, Reinforcement Learning, SQL, Spark, TensorFlow",Senior Data Scientist,FALSE,"Experienced ML engineer with strong background in model development, deployment, and monitoring.",1
cv2273,8,Bachelors,"HuggingFace, Machine Learning, NumPy, SQLAlchemy, Seaborn, Statistics, TensorFlow",Computer Vision Engineer,FALSE,"Engineer skilled in time-series forecasting, anomaly detection, and feature engineering.",1
cv2274,0,Masters,"TensorFlow, GCP, Speech Recognition, CI/CD, Seaborn, SQL",Receptionist,FALSE,Junior intern with exposure to data labeling and manual data tasks.,0
